Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-8.5,-16.5,-8.0,-25.0,-5.5,-5.0,-25.5,4.0
LG,8.5,0.0,-8.0,0.5,-16.5,3.0,3.5,-17.0,12.5
NC,16.5,8.0,0.0,8.5,-8.5,11.0,11.5,-9.0,20.5
SK,8.0,-0.5,-8.5,0.0,-17.0,2.5,3.0,-17.5,12.0
넥센,25.0,16.5,8.5,17.0,0.0,19.5,20.0,-0.5,29.0
두산,5.5,-3.0,-11.0,-2.5,-19.5,0.0,0.5,-20.0,9.5
롯데,5.0,-3.5,-11.5,-3.0,-20.0,-0.5,0.0,-20.5,9.0
삼성,25.5,17.0,9.0,17.5,0.5,20.0,20.5,0.0,29.5
한화,-4.0,-12.5,-20.5,-12.0,-29.0,-9.5,-9.0,-29.5,0.0
