Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-5.5,-17.5,-24.5,-14.5,8.0,-3.0,-22.0
OB,5.5,0.0,-12.0,-19.0,-9.0,13.5,2.5,-16.5
롯데,17.5,12.0,0.0,-7.0,3.0,25.5,14.5,-4.5
빙그레,24.5,19.0,7.0,0.0,10.0,32.5,21.5,2.5
삼성,14.5,9.0,-3.0,-10.0,0.0,22.5,11.5,-7.5
쌍방울,-8.0,-13.5,-25.5,-32.5,-22.5,0.0,-11.0,-30.0
태평양,3.0,-2.5,-14.5,-21.5,-11.5,11.0,0.0,-19.0
해태,22.0,16.5,4.5,-2.5,7.5,30.0,19.0,0.0
