Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.5,0.0,1.5,7.0,3.0,2.0,4.0
두산,-2.5,0.0,-2.5,-1.0,4.5,0.5,-0.5,1.5
롯데,0.0,2.5,0.0,1.5,7.0,3.0,2.0,4.0
삼성,-1.5,1.0,-1.5,0.0,5.5,1.5,0.5,2.5
쌍방울,-7.0,-4.5,-7.0,-5.5,0.0,-4.0,-5.0,-3.0
한화,-3.0,-0.5,-3.0,-1.5,4.0,0.0,-1.0,1.0
해태,-2.0,0.5,-2.0,-0.5,5.0,1.0,0.0,2.0
현대,-4.0,-1.5,-4.0,-2.5,3.0,-1.0,-2.0,0.0
