Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-0.5,4.5,-8.0,-8.5,-0.5,-9.0
OB,0.5,0.0,5.0,-7.5,-8.0,0.0,-8.5
롯데,-4.5,-5.0,0.0,-12.5,-13.0,-5.0,-13.5
빙그레,8.0,7.5,12.5,0.0,-0.5,7.5,-1.0
삼성,8.5,8.0,13.0,0.5,0.0,8.0,-0.5
태평양,0.5,0.0,5.0,-7.5,-8.0,0.0,-8.5
해태,9.0,8.5,13.5,1.0,0.5,8.5,0.0
