Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.5,-14.0,2.5,15.5,-7.0,-23.0,3.5,4.0,4.0
LG,2.5,0.0,-11.5,5.0,18.0,-4.5,-20.5,6.0,6.5,6.5
NC,14.0,11.5,0.0,16.5,29.5,7.0,-9.0,17.5,18.0,18.0
SK,-2.5,-5.0,-16.5,0.0,13.0,-9.5,-25.5,1.0,1.5,1.5
kt,-15.5,-18.0,-29.5,-13.0,0.0,-22.5,-38.5,-12.0,-11.5,-11.5
넥센,7.0,4.5,-7.0,9.5,22.5,0.0,-16.0,10.5,11.0,11.0
두산,23.0,20.5,9.0,25.5,38.5,16.0,0.0,26.5,27.0,27.0
롯데,-3.5,-6.0,-17.5,-1.0,12.0,-10.5,-26.5,0.0,0.5,0.5
삼성,-4.0,-6.5,-18.0,-1.5,11.5,-11.0,-27.0,-0.5,0.0,0.0
한화,-4.0,-6.5,-18.0,-1.5,11.5,-11.0,-27.0,-0.5,0.0,0.0
