Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.0,-6.0,2.5,-1.5,8.5,8.0,-7.5
SK,-20.0,0.0,-26.0,-17.5,-21.5,-11.5,-12.0,-27.5
두산,6.0,26.0,0.0,8.5,4.5,14.5,14.0,-1.5
롯데,-2.5,17.5,-8.5,0.0,-4.0,6.0,5.5,-10.0
삼성,1.5,21.5,-4.5,4.0,0.0,10.0,9.5,-6.0
한화,-8.5,11.5,-14.5,-6.0,-10.0,0.0,-0.5,-16.0
해태,-8.0,12.0,-14.0,-5.5,-9.5,0.5,0.0,-15.5
현대,7.5,27.5,1.5,10.0,6.0,16.0,15.5,0.0
