Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.5,-9.0,-4.0,12.0,-7.5,-9.0,1.0,-10.0,-6.0
LG,-1.5,0.0,-10.5,-5.5,10.5,-9.0,-10.5,-0.5,-11.5,-7.5
NC,9.0,10.5,0.0,5.0,21.0,1.5,0.0,10.0,-1.0,3.0
SK,4.0,5.5,-5.0,0.0,16.0,-3.5,-5.0,5.0,-6.0,-2.0
kt,-12.0,-10.5,-21.0,-16.0,0.0,-19.5,-21.0,-11.0,-22.0,-18.0
넥센,7.5,9.0,-1.5,3.5,19.5,0.0,-1.5,8.5,-2.5,1.5
두산,9.0,10.5,0.0,5.0,21.0,1.5,0.0,10.0,-1.0,3.0
롯데,-1.0,0.5,-10.0,-5.0,11.0,-8.5,-10.0,0.0,-11.0,-7.0
삼성,10.0,11.5,1.0,6.0,22.0,2.5,1.0,11.0,0.0,4.0
한화,6.0,7.5,-3.0,2.0,18.0,-1.5,-3.0,7.0,-4.0,0.0
