Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,4.0,7.0,11.0,26.0,21.5,17.5,10.0
OB,-4.0,0.0,3.0,7.0,22.0,17.5,13.5,6.0
롯데,-7.0,-3.0,0.0,4.0,19.0,14.5,10.5,3.0
삼성,-11.0,-7.0,-4.0,0.0,15.0,10.5,6.5,-1.0
쌍방울,-26.0,-22.0,-19.0,-15.0,0.0,-4.5,-8.5,-16.0
태평양,-21.5,-17.5,-14.5,-10.5,4.5,0.0,-4.0,-11.5
한화,-17.5,-13.5,-10.5,-6.5,8.5,4.0,0.0,-7.5
해태,-10.0,-6.0,-3.0,1.0,16.0,11.5,7.5,0.0
