Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,14.5,2.0,-1.0,-1.5,10.0,3.5,-9.5
OB,-14.5,0.0,-12.5,-15.5,-16.0,-4.5,-11.0,-24.0
롯데,-2.0,12.5,0.0,-3.0,-3.5,8.0,1.5,-11.5
빙그레,1.0,15.5,3.0,0.0,-0.5,11.0,4.5,-8.5
삼성,1.5,16.0,3.5,0.5,0.0,11.5,5.0,-8.0
쌍방울,-10.0,4.5,-8.0,-11.0,-11.5,0.0,-6.5,-19.5
태평양,-3.5,11.0,-1.5,-4.5,-5.0,6.5,0.0,-13.0
해태,9.5,24.0,11.5,8.5,8.0,19.5,13.0,0.0
