Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,17.5,15.5,11.5,25.0,8.0,7.5,10.0
OB,-17.5,0.0,-2.0,-6.0,7.5,-9.5,-10.0,-7.5
롯데,-15.5,2.0,0.0,-4.0,9.5,-7.5,-8.0,-5.5
삼성,-11.5,6.0,4.0,0.0,13.5,-3.5,-4.0,-1.5
쌍방울,-25.0,-7.5,-9.5,-13.5,0.0,-17.0,-17.5,-15.0
태평양,-8.0,9.5,7.5,3.5,17.0,0.0,-0.5,2.0
한화,-7.5,10.0,8.0,4.0,17.5,0.5,0.0,2.5
해태,-10.0,7.5,5.5,1.5,15.0,-2.0,-2.5,0.0
