Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,9.0,12.5,5.0,22.0,2.5,14.5,7.5
LG,-9.0,0.0,3.5,-4.0,13.0,-6.5,5.5,-1.5
SK,-12.5,-3.5,0.0,-7.5,9.5,-10.0,2.0,-5.0
두산,-5.0,4.0,7.5,0.0,17.0,-2.5,9.5,2.5
롯데,-22.0,-13.0,-9.5,-17.0,0.0,-19.5,-7.5,-14.5
삼성,-2.5,6.5,10.0,2.5,19.5,0.0,12.0,5.0
한화,-14.5,-5.5,-2.0,-9.5,7.5,-12.0,0.0,-7.0
현대,-7.5,1.5,5.0,-2.5,14.5,-5.0,7.0,0.0
