Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,0.5,-9.0,5.0,-4.5,2.0,-4.0,4.0
LG,-0.5,0.0,-9.5,4.5,-5.0,1.5,-4.5,3.5
SK,9.0,9.5,0.0,14.0,4.5,11.0,5.0,13.0
넥센,-5.0,-4.5,-14.0,0.0,-9.5,-3.0,-9.0,-1.0
두산,4.5,5.0,-4.5,9.5,0.0,6.5,0.5,8.5
롯데,-2.0,-1.5,-11.0,3.0,-6.5,0.0,-6.0,2.0
삼성,4.0,4.5,-5.0,9.0,-0.5,6.0,0.0,8.0
한화,-4.0,-3.5,-13.0,1.0,-8.5,-2.0,-8.0,0.0
