Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-9.0,3.0,-8.5,-2.0,-4.5,-15.0,9.5
LG,-3.5,0.0,-12.5,-0.5,-12.0,-5.5,-8.0,-18.5,6.0
NC,9.0,12.5,0.0,12.0,0.5,7.0,4.5,-6.0,18.5
SK,-3.0,0.5,-12.0,0.0,-11.5,-5.0,-7.5,-18.0,6.5
넥센,8.5,12.0,-0.5,11.5,0.0,6.5,4.0,-6.5,18.0
두산,2.0,5.5,-7.0,5.0,-6.5,0.0,-2.5,-13.0,11.5
롯데,4.5,8.0,-4.5,7.5,-4.0,2.5,0.0,-10.5,14.0
삼성,15.0,18.5,6.0,18.0,6.5,13.0,10.5,0.0,24.5
한화,-9.5,-6.0,-18.5,-6.5,-18.0,-11.5,-14.0,-24.5,0.0
