Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-5.5,-15.0,-21.0,-12.0,3.5,-6.5,-19.0
OB,5.5,0.0,-9.5,-15.5,-6.5,9.0,-1.0,-13.5
롯데,15.0,9.5,0.0,-6.0,3.0,18.5,8.5,-4.0
빙그레,21.0,15.5,6.0,0.0,9.0,24.5,14.5,2.0
삼성,12.0,6.5,-3.0,-9.0,0.0,15.5,5.5,-7.0
쌍방울,-3.5,-9.0,-18.5,-24.5,-15.5,0.0,-10.0,-22.5
태평양,6.5,1.0,-8.5,-14.5,-5.5,10.0,0.0,-12.5
해태,19.0,13.5,4.0,-2.0,7.0,22.5,12.5,0.0
