Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,2.0,-1.0,9.0,-1.0,-4.0,-1.0,-3.0,-1.0
LG,1.0,0.0,3.0,0.0,10.0,0.0,-3.0,0.0,-2.0,0.0
NC,-2.0,-3.0,0.0,-3.0,7.0,-3.0,-6.0,-3.0,-5.0,-3.0
SK,1.0,0.0,3.0,0.0,10.0,0.0,-3.0,0.0,-2.0,0.0
kt,-9.0,-10.0,-7.0,-10.0,0.0,-10.0,-13.0,-10.0,-12.0,-10.0
넥센,1.0,0.0,3.0,0.0,10.0,0.0,-3.0,0.0,-2.0,0.0
두산,4.0,3.0,6.0,3.0,13.0,3.0,0.0,3.0,1.0,3.0
롯데,1.0,0.0,3.0,0.0,10.0,0.0,-3.0,0.0,-2.0,0.0
삼성,3.0,2.0,5.0,2.0,12.0,2.0,-1.0,2.0,0.0,2.0
한화,1.0,0.0,3.0,0.0,10.0,0.0,-3.0,0.0,-2.0,0.0
