Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,3.0,1.0,-5.5,-6.0,-2.5,-3.0
OB,-3.0,0.0,-2.0,-8.5,-9.0,-5.5,-6.0
롯데,-1.0,2.0,0.0,-6.5,-7.0,-3.5,-4.0
빙그레,5.5,8.5,6.5,0.0,-0.5,3.0,2.5
삼성,6.0,9.0,7.0,0.5,0.0,3.5,3.0
태평양,2.5,5.5,3.5,-3.0,-3.5,0.0,-0.5
해태,3.0,6.0,4.0,-2.5,-3.0,0.5,0.0
