Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-5.0,1.0,-5.0,-3.0,-1.5,-5.5,2.5
LG,-4.5,0.0,-9.5,-3.5,-9.5,-7.5,-6.0,-10.0,-2.0
NC,5.0,9.5,0.0,6.0,0.0,2.0,3.5,-0.5,7.5
SK,-1.0,3.5,-6.0,0.0,-6.0,-4.0,-2.5,-6.5,1.5
넥센,5.0,9.5,0.0,6.0,0.0,2.0,3.5,-0.5,7.5
두산,3.0,7.5,-2.0,4.0,-2.0,0.0,1.5,-2.5,5.5
롯데,1.5,6.0,-3.5,2.5,-3.5,-1.5,0.0,-4.0,4.0
삼성,5.5,10.0,0.5,6.5,0.5,2.5,4.0,0.0,8.0
한화,-2.5,2.0,-7.5,-1.5,-7.5,-5.5,-4.0,-8.0,0.0
