Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-7.0,-2.0,-20.5,-10.5,-11.0,-17.5
OB,7.0,0.0,5.0,-13.5,-3.5,-4.0,-10.5
롯데,2.0,-5.0,0.0,-18.5,-8.5,-9.0,-15.5
빙그레,20.5,13.5,18.5,0.0,10.0,9.5,3.0
삼성,10.5,3.5,8.5,-10.0,0.0,-0.5,-7.0
태평양,11.0,4.0,9.0,-9.5,0.5,0.0,-6.5
해태,17.5,10.5,15.5,-3.0,7.0,6.5,0.0
