Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,1.5,-7.0,-6.0,-4.0,-6.0,-3.5
OB,-1.5,0.0,-8.5,-7.5,-5.5,-7.5,-5.0
롯데,7.0,8.5,0.0,1.0,3.0,1.0,3.5
빙그레,6.0,7.5,-1.0,0.0,2.0,0.0,2.5
삼성,4.0,5.5,-3.0,-2.0,0.0,-2.0,0.5
태평양,6.0,7.5,-1.0,0.0,2.0,0.0,2.5
해태,3.5,5.0,-3.5,-2.5,-0.5,-2.5,0.0
