Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-8.5,-8.5,-6.0,27.5,-3.0,2.0,-3.5
두산,8.5,0.0,0.0,2.5,36.0,5.5,10.5,5.0
롯데,8.5,0.0,0.0,2.5,36.0,5.5,10.5,5.0
삼성,6.0,-2.5,-2.5,0.0,33.5,3.0,8.0,2.5
쌍방울,-27.5,-36.0,-36.0,-33.5,0.0,-30.5,-25.5,-31.0
한화,3.0,-5.5,-5.5,-3.0,30.5,0.0,5.0,-0.5
해태,-2.0,-10.5,-10.5,-8.0,25.5,-5.0,0.0,-5.5
현대,3.5,-5.0,-5.0,-2.5,31.0,0.5,5.5,0.0
