Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-3.0,-14.5,-4.5,0.5,-7.0,-19.0,-1.5,-1.5,1.0
LG,3.0,0.0,-11.5,-1.5,3.5,-4.0,-16.0,1.5,1.5,4.0
NC,14.5,11.5,0.0,10.0,15.0,7.5,-4.5,13.0,13.0,15.5
SK,4.5,1.5,-10.0,0.0,5.0,-2.5,-14.5,3.0,3.0,5.5
kt,-0.5,-3.5,-15.0,-5.0,0.0,-7.5,-19.5,-2.0,-2.0,0.5
넥센,7.0,4.0,-7.5,2.5,7.5,0.0,-12.0,5.5,5.5,8.0
두산,19.0,16.0,4.5,14.5,19.5,12.0,0.0,17.5,17.5,20.0
롯데,1.5,-1.5,-13.0,-3.0,2.0,-5.5,-17.5,0.0,0.0,2.5
삼성,1.5,-1.5,-13.0,-3.0,2.0,-5.5,-17.5,0.0,0.0,2.5
한화,-1.0,-4.0,-15.5,-5.5,-0.5,-8.0,-20.0,-2.5,-2.5,0.0
