Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-4.5,-2.5,-3.5,-2.0,-1.5,2.0
LG,2.0,0.0,-2.5,-0.5,-1.5,0.0,0.5,4.0
SK,4.5,2.5,0.0,2.0,1.0,2.5,3.0,6.5
넥센,2.5,0.5,-2.0,0.0,-1.0,0.5,1.0,4.5
두산,3.5,1.5,-1.0,1.0,0.0,1.5,2.0,5.5
롯데,2.0,0.0,-2.5,-0.5,-1.5,0.0,0.5,4.0
삼성,1.5,-0.5,-3.0,-1.0,-2.0,-0.5,0.0,3.5
한화,-2.0,-4.0,-6.5,-4.5,-5.5,-4.0,-3.5,0.0
