Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,4.0,14.5,1.5,2.5,13.0,-1.5,14.0
OB,-4.0,0.0,10.5,-2.5,-1.5,9.0,-5.5,10.0
롯데,-14.5,-10.5,0.0,-13.0,-12.0,-1.5,-16.0,-0.5
삼성,-1.5,2.5,13.0,0.0,1.0,11.5,-3.0,12.5
쌍방울,-2.5,1.5,12.0,-1.0,0.0,10.5,-4.0,11.5
한화,-13.0,-9.0,1.5,-11.5,-10.5,0.0,-14.5,1.0
해태,1.5,5.5,16.0,3.0,4.0,14.5,0.0,15.5
현대,-14.0,-10.0,0.5,-12.5,-11.5,-1.0,-15.5,0.0
