Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,9.5,-1.5,-11.5,-12.0,4.0,1.0,-14.5
OB,-9.5,0.0,-11.0,-21.0,-21.5,-5.5,-8.5,-24.0
롯데,1.5,11.0,0.0,-10.0,-10.5,5.5,2.5,-13.0
빙그레,11.5,21.0,10.0,0.0,-0.5,15.5,12.5,-3.0
삼성,12.0,21.5,10.5,0.5,0.0,16.0,13.0,-2.5
쌍방울,-4.0,5.5,-5.5,-15.5,-16.0,0.0,-3.0,-18.5
태평양,-1.0,8.5,-2.5,-12.5,-13.0,3.0,0.0,-15.5
해태,14.5,24.0,13.0,3.0,2.5,18.5,15.5,0.0
