Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-9.0,5.0,-9.5,0.0,-2.5,-14.0,8.5
LG,-2.5,0.0,-11.5,2.5,-12.0,-2.5,-5.0,-16.5,6.0
NC,9.0,11.5,0.0,14.0,-0.5,9.0,6.5,-5.0,17.5
SK,-5.0,-2.5,-14.0,0.0,-14.5,-5.0,-7.5,-19.0,3.5
넥센,9.5,12.0,0.5,14.5,0.0,9.5,7.0,-4.5,18.0
두산,0.0,2.5,-9.0,5.0,-9.5,0.0,-2.5,-14.0,8.5
롯데,2.5,5.0,-6.5,7.5,-7.0,2.5,0.0,-11.5,11.0
삼성,14.0,16.5,5.0,19.0,4.5,14.0,11.5,0.0,22.5
한화,-8.5,-6.0,-17.5,-3.5,-18.0,-8.5,-11.0,-22.5,0.0
