Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,7.5,-1.0,-5.0,-3.0,-0.5,-2.5
OB,-7.5,0.0,-8.5,-12.5,-10.5,-8.0,-10.0
롯데,1.0,8.5,0.0,-4.0,-2.0,0.5,-1.5
빙그레,5.0,12.5,4.0,0.0,2.0,4.5,2.5
삼성,3.0,10.5,2.0,-2.0,0.0,2.5,0.5
태평양,0.5,8.0,-0.5,-4.5,-2.5,0.0,-2.0
해태,2.5,10.0,1.5,-2.5,-0.5,2.0,0.0
