Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,5.0,14.5,0.5,2.5,14.0,-2.5,14.0
OB,-5.0,0.0,9.5,-4.5,-2.5,9.0,-7.5,9.0
롯데,-14.5,-9.5,0.0,-14.0,-12.0,-0.5,-17.0,-0.5
삼성,-0.5,4.5,14.0,0.0,2.0,13.5,-3.0,13.5
쌍방울,-2.5,2.5,12.0,-2.0,0.0,11.5,-5.0,11.5
한화,-14.0,-9.0,0.5,-13.5,-11.5,0.0,-16.5,0.0
해태,2.5,7.5,17.0,3.0,5.0,16.5,0.0,16.5
현대,-14.0,-9.0,0.5,-13.5,-11.5,0.0,-16.5,0.0
