Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,0.0,-2.5,-2.0,13.0,7.0,7.0,1.5
두산,0.0,0.0,-2.5,-2.0,13.0,7.0,7.0,1.5
롯데,2.5,2.5,0.0,0.5,15.5,9.5,9.5,4.0
삼성,2.0,2.0,-0.5,0.0,15.0,9.0,9.0,3.5
쌍방울,-13.0,-13.0,-15.5,-15.0,0.0,-6.0,-6.0,-11.5
한화,-7.0,-7.0,-9.5,-9.0,6.0,0.0,0.0,-5.5
해태,-7.0,-7.0,-9.5,-9.0,6.0,0.0,0.0,-5.5
현대,-1.5,-1.5,-4.0,-3.5,11.5,5.5,5.5,0.0
