Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,0.5,6.0,-7.5,-7.0,-0.5,-10.0
OB,-0.5,0.0,5.5,-8.0,-7.5,-1.0,-10.5
롯데,-6.0,-5.5,0.0,-13.5,-13.0,-6.5,-16.0
빙그레,7.5,8.0,13.5,0.0,0.5,7.0,-2.5
삼성,7.0,7.5,13.0,-0.5,0.0,6.5,-3.0
태평양,0.5,1.0,6.5,-7.0,-6.5,0.0,-9.5
해태,10.0,10.5,16.0,2.5,3.0,9.5,0.0
