Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-12.0,1.0,15.0,-9.5,-8.0,-0.5,-17.0,0.0
LG,-6.0,0.0,-18.0,-5.0,9.0,-15.5,-14.0,-6.5,-23.0,-6.0
NC,12.0,18.0,0.0,13.0,27.0,2.5,4.0,11.5,-5.0,12.0
SK,-1.0,5.0,-13.0,0.0,14.0,-10.5,-9.0,-1.5,-18.0,-1.0
kt,-15.0,-9.0,-27.0,-14.0,0.0,-24.5,-23.0,-15.5,-32.0,-15.0
넥센,9.5,15.5,-2.5,10.5,24.5,0.0,1.5,9.0,-7.5,9.5
두산,8.0,14.0,-4.0,9.0,23.0,-1.5,0.0,7.5,-9.0,8.0
롯데,0.5,6.5,-11.5,1.5,15.5,-9.0,-7.5,0.0,-16.5,0.5
삼성,17.0,23.0,5.0,18.0,32.0,7.5,9.0,16.5,0.0,17.0
한화,0.0,6.0,-12.0,1.0,15.0,-9.5,-8.0,-0.5,-17.0,0.0
