Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-2.0,-6.0,-2.0,13.5,5.5,4.0,-2.0
두산,2.0,0.0,-4.0,0.0,15.5,7.5,6.0,0.0
롯데,6.0,4.0,0.0,4.0,19.5,11.5,10.0,4.0
삼성,2.0,0.0,-4.0,0.0,15.5,7.5,6.0,0.0
쌍방울,-13.5,-15.5,-19.5,-15.5,0.0,-8.0,-9.5,-15.5
한화,-5.5,-7.5,-11.5,-7.5,8.0,0.0,-1.5,-7.5
해태,-4.0,-6.0,-10.0,-6.0,9.5,1.5,0.0,-6.0
현대,2.0,0.0,-4.0,0.0,15.5,7.5,6.0,0.0
