Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,28.0,22.0,-1.0,1.0,10.5,1.5
OB,-28.0,0.0,-6.0,-29.0,-27.0,-17.5,-26.5
롯데,-22.0,6.0,0.0,-23.0,-21.0,-11.5,-20.5
빙그레,1.0,29.0,23.0,0.0,2.0,11.5,2.5
삼성,-1.0,27.0,21.0,-2.0,0.0,9.5,0.5
태평양,-10.5,17.5,11.5,-11.5,-9.5,0.0,-9.0
해태,-1.5,26.5,20.5,-2.5,-0.5,9.0,0.0
