Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,26.0,19.0,-4.0,1.0,9.5,1.5
OB,-26.0,0.0,-7.0,-30.0,-25.0,-16.5,-24.5
롯데,-19.0,7.0,0.0,-23.0,-18.0,-9.5,-17.5
빙그레,4.0,30.0,23.0,0.0,5.0,13.5,5.5
삼성,-1.0,25.0,18.0,-5.0,0.0,8.5,0.5
태평양,-9.5,16.5,9.5,-13.5,-8.5,0.0,-8.0
해태,-1.5,24.5,17.5,-5.5,-0.5,8.0,0.0
