Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,3.5,3.5,1.0,1.5,7.5,3.5,-1.5
OB,-3.5,0.0,0.0,-2.5,-2.0,4.0,0.0,-5.0
롯데,-3.5,0.0,0.0,-2.5,-2.0,4.0,0.0,-5.0
빙그레,-1.0,2.5,2.5,0.0,0.5,6.5,2.5,-2.5
삼성,-1.5,2.0,2.0,-0.5,0.0,6.0,2.0,-3.0
쌍방울,-7.5,-4.0,-4.0,-6.5,-6.0,0.0,-4.0,-9.0
태평양,-3.5,0.0,0.0,-2.5,-2.0,4.0,0.0,-5.0
해태,1.5,5.0,5.0,2.5,3.0,9.0,5.0,0.0
