Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,8.0,-5.0,3.0,-4.0,1.0,5.0,-5.0
SK,-8.0,0.0,-13.0,-5.0,-12.0,-7.0,-3.0,-13.0
두산,5.0,13.0,0.0,8.0,1.0,6.0,10.0,0.0
롯데,-3.0,5.0,-8.0,0.0,-7.0,-2.0,2.0,-8.0
삼성,4.0,12.0,-1.0,7.0,0.0,5.0,9.0,-1.0
한화,-1.0,7.0,-6.0,2.0,-5.0,0.0,4.0,-6.0
해태,-5.0,3.0,-10.0,-2.0,-9.0,-4.0,0.0,-10.0
현대,5.0,13.0,0.0,8.0,1.0,6.0,10.0,0.0
