Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,11.0,-4.0,4.0,-2.0,5.0,7.5,-6.0
SK,-11.0,0.0,-15.0,-7.0,-13.0,-6.0,-3.5,-17.0
두산,4.0,15.0,0.0,8.0,2.0,9.0,11.5,-2.0
롯데,-4.0,7.0,-8.0,0.0,-6.0,1.0,3.5,-10.0
삼성,2.0,13.0,-2.0,6.0,0.0,7.0,9.5,-4.0
한화,-5.0,6.0,-9.0,-1.0,-7.0,0.0,2.5,-11.0
해태,-7.5,3.5,-11.5,-3.5,-9.5,-2.5,0.0,-13.5
현대,6.0,17.0,2.0,10.0,4.0,11.0,13.5,0.0
