Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,17.5,18.5,12.5,28.5,7.5,10.5,13.0
OB,-17.5,0.0,1.0,-5.0,11.0,-10.0,-7.0,-4.5
롯데,-18.5,-1.0,0.0,-6.0,10.0,-11.0,-8.0,-5.5
삼성,-12.5,5.0,6.0,0.0,16.0,-5.0,-2.0,0.5
쌍방울,-28.5,-11.0,-10.0,-16.0,0.0,-21.0,-18.0,-15.5
태평양,-7.5,10.0,11.0,5.0,21.0,0.0,3.0,5.5
한화,-10.5,7.0,8.0,2.0,18.0,-3.0,0.0,2.5
해태,-13.0,4.5,5.5,-0.5,15.5,-5.5,-2.5,0.0
