Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,33.5,24.5,2.0,4.0,11.5,1.5
OB,-33.5,0.0,-9.0,-31.5,-29.5,-22.0,-32.0
롯데,-24.5,9.0,0.0,-22.5,-20.5,-13.0,-23.0
빙그레,-2.0,31.5,22.5,0.0,2.0,9.5,-0.5
삼성,-4.0,29.5,20.5,-2.0,0.0,7.5,-2.5
태평양,-11.5,22.0,13.0,-9.5,-7.5,0.0,-10.0
해태,-1.5,32.0,23.0,0.5,2.5,10.0,0.0
