Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,10.0,12.0,8.5,32.0,4.0,16.0,10.0
LG,-10.0,0.0,2.0,-1.5,22.0,-6.0,6.0,0.0
SK,-12.0,-2.0,0.0,-3.5,20.0,-8.0,4.0,-2.0
두산,-8.5,1.5,3.5,0.0,23.5,-4.5,7.5,1.5
롯데,-32.0,-22.0,-20.0,-23.5,0.0,-28.0,-16.0,-22.0
삼성,-4.0,6.0,8.0,4.5,28.0,0.0,12.0,6.0
한화,-16.0,-6.0,-4.0,-7.5,16.0,-12.0,0.0,-6.0
현대,-10.0,0.0,2.0,-1.5,22.0,-6.0,6.0,0.0
