Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.0,-7.0,2.5,-2.5,7.5,7.0,-8.5
SK,-20.0,0.0,-27.0,-17.5,-22.5,-12.5,-13.0,-28.5
두산,7.0,27.0,0.0,9.5,4.5,14.5,14.0,-1.5
롯데,-2.5,17.5,-9.5,0.0,-5.0,5.0,4.5,-11.0
삼성,2.5,22.5,-4.5,5.0,0.0,10.0,9.5,-6.0
한화,-7.5,12.5,-14.5,-5.0,-10.0,0.0,-0.5,-16.0
해태,-7.0,13.0,-14.0,-4.5,-9.5,0.5,0.0,-15.5
현대,8.5,28.5,1.5,11.0,6.0,16.0,15.5,0.0
