Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-1.5,-3.5,-13.5,-3.5,-15.0,-6.0,-3.0
LG,1.5,0.0,-2.0,-12.0,-2.0,-13.5,-4.5,-1.5
SK,3.5,2.0,0.0,-10.0,0.0,-11.5,-2.5,0.5
두산,13.5,12.0,10.0,0.0,10.0,-1.5,7.5,10.5
롯데,3.5,2.0,0.0,-10.0,0.0,-11.5,-2.5,0.5
삼성,15.0,13.5,11.5,1.5,11.5,0.0,9.0,12.0
한화,6.0,4.5,2.5,-7.5,2.5,-9.0,0.0,3.0
현대,3.0,1.5,-0.5,-10.5,-0.5,-12.0,-3.0,0.0
