Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,9.5,-1.0,-1.5,-2.5,5.5,0.5,-10.5
OB,-9.5,0.0,-10.5,-11.0,-12.0,-4.0,-9.0,-20.0
롯데,1.0,10.5,0.0,-0.5,-1.5,6.5,1.5,-9.5
빙그레,1.5,11.0,0.5,0.0,-1.0,7.0,2.0,-9.0
삼성,2.5,12.0,1.5,1.0,0.0,8.0,3.0,-8.0
쌍방울,-5.5,4.0,-6.5,-7.0,-8.0,0.0,-5.0,-16.0
태평양,-0.5,9.0,-1.5,-2.0,-3.0,5.0,0.0,-11.0
해태,10.5,20.0,9.5,9.0,8.0,16.0,11.0,0.0
