Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,0.0,-2.0,10.0,-2.0,-4.0,-1.0,-5.0,-2.0
LG,0.0,0.0,0.0,-2.0,10.0,-2.0,-4.0,-1.0,-5.0,-2.0
NC,0.0,0.0,0.0,-2.0,10.0,-2.0,-4.0,-1.0,-5.0,-2.0
SK,2.0,2.0,2.0,0.0,12.0,0.0,-2.0,1.0,-3.0,0.0
kt,-10.0,-10.0,-10.0,-12.0,0.0,-12.0,-14.0,-11.0,-15.0,-12.0
넥센,2.0,2.0,2.0,0.0,12.0,0.0,-2.0,1.0,-3.0,0.0
두산,4.0,4.0,4.0,2.0,14.0,2.0,0.0,3.0,-1.0,2.0
롯데,1.0,1.0,1.0,-1.0,11.0,-1.0,-3.0,0.0,-4.0,-1.0
삼성,5.0,5.0,5.0,3.0,15.0,3.0,1.0,4.0,0.0,3.0
한화,2.0,2.0,2.0,0.0,12.0,0.0,-2.0,1.0,-3.0,0.0
