Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-0.5,-2.0,-2.5,-3.0,-8.0,9.0
LG,-4.0,0.0,-4.5,-6.0,-6.5,-7.0,-12.0,5.0
SK,0.5,4.5,0.0,-1.5,-2.0,-2.5,-7.5,9.5
넥센,2.0,6.0,1.5,0.0,-0.5,-1.0,-6.0,11.0
두산,2.5,6.5,2.0,0.5,0.0,-0.5,-5.5,11.5
롯데,3.0,7.0,2.5,1.0,0.5,0.0,-5.0,12.0
삼성,8.0,12.0,7.5,6.0,5.5,5.0,0.0,17.0
한화,-9.0,-5.0,-9.5,-11.0,-11.5,-12.0,-17.0,0.0
