Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-6.5,-0.5,-23.5,-10.5,-13.0,-19.0
OB,6.5,0.0,6.0,-17.0,-4.0,-6.5,-12.5
롯데,0.5,-6.0,0.0,-23.0,-10.0,-12.5,-18.5
빙그레,23.5,17.0,23.0,0.0,13.0,10.5,4.5
삼성,10.5,4.0,10.0,-13.0,0.0,-2.5,-8.5
태평양,13.0,6.5,12.5,-10.5,2.5,0.0,-6.0
해태,19.0,12.5,18.5,-4.5,8.5,6.0,0.0
