Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,1.5,-9.0,4.0,-4.5,2.0,-2.0,4.0
LG,-1.5,0.0,-10.5,2.5,-6.0,0.5,-3.5,2.5
SK,9.0,10.5,0.0,13.0,4.5,11.0,7.0,13.0
넥센,-4.0,-2.5,-13.0,0.0,-8.5,-2.0,-6.0,0.0
두산,4.5,6.0,-4.5,8.5,0.0,6.5,2.5,8.5
롯데,-2.0,-0.5,-11.0,2.0,-6.5,0.0,-4.0,2.0
삼성,2.0,3.5,-7.0,6.0,-2.5,4.0,0.0,6.0
한화,-4.0,-2.5,-13.0,0.0,-8.5,-2.0,-6.0,0.0
