Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,0.5,-1.0,-6.5,-5.0,-5.0,-4.5
OB,-0.5,0.0,-1.5,-7.0,-5.5,-5.5,-5.0
롯데,1.0,1.5,0.0,-5.5,-4.0,-4.0,-3.5
빙그레,6.5,7.0,5.5,0.0,1.5,1.5,2.0
삼성,5.0,5.5,4.0,-1.5,0.0,0.0,0.5
태평양,5.0,5.5,4.0,-1.5,0.0,0.0,0.5
해태,4.5,5.0,3.5,-2.0,-0.5,-0.5,0.0
