Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,23.0,16.0,-4.0,0.0,7.5,2.5
OB,-23.0,0.0,-7.0,-27.0,-23.0,-15.5,-20.5
롯데,-16.0,7.0,0.0,-20.0,-16.0,-8.5,-13.5
빙그레,4.0,27.0,20.0,0.0,4.0,11.5,6.5
삼성,0.0,23.0,16.0,-4.0,0.0,7.5,2.5
태평양,-7.5,15.5,8.5,-11.5,-7.5,0.0,-5.0
해태,-2.5,20.5,13.5,-6.5,-2.5,5.0,0.0
