Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,16.5,2.5,3.0,8.0,9.0,26.5,12.5
LG,-16.5,0.0,-14.0,-13.5,-8.5,-7.5,10.0,-4.0
SK,-2.5,14.0,0.0,0.5,5.5,6.5,24.0,10.0
두산,-3.0,13.5,-0.5,0.0,5.0,6.0,23.5,9.5
롯데,-8.0,8.5,-5.5,-5.0,0.0,1.0,18.5,4.5
삼성,-9.0,7.5,-6.5,-6.0,-1.0,0.0,17.5,3.5
한화,-26.5,-10.0,-24.0,-23.5,-18.5,-17.5,0.0,-14.0
히어로즈,-12.5,4.0,-10.0,-9.5,-4.5,-3.5,14.0,0.0
