Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,26.0,0.0,9.0,15.0,16.0,34.5,19.5
LG,-26.0,0.0,-26.0,-17.0,-11.0,-10.0,8.5,-6.5
SK,0.0,26.0,0.0,9.0,15.0,16.0,34.5,19.5
두산,-9.0,17.0,-9.0,0.0,6.0,7.0,25.5,10.5
롯데,-15.0,11.0,-15.0,-6.0,0.0,1.0,19.5,4.5
삼성,-16.0,10.0,-16.0,-7.0,-1.0,0.0,18.5,3.5
한화,-34.5,-8.5,-34.5,-25.5,-19.5,-18.5,0.0,-15.0
히어로즈,-19.5,6.5,-19.5,-10.5,-4.5,-3.5,15.0,0.0
