Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,10.5,-5.5,3.5,-2.5,6.5,6.0,-9.5
SK,-10.5,0.0,-16.0,-7.0,-13.0,-4.0,-4.5,-20.0
두산,5.5,16.0,0.0,9.0,3.0,12.0,11.5,-4.0
롯데,-3.5,7.0,-9.0,0.0,-6.0,3.0,2.5,-13.0
삼성,2.5,13.0,-3.0,6.0,0.0,9.0,8.5,-7.0
한화,-6.5,4.0,-12.0,-3.0,-9.0,0.0,-0.5,-16.0
해태,-6.0,4.5,-11.5,-2.5,-8.5,0.5,0.0,-15.5
현대,9.5,20.0,4.0,13.0,7.0,16.0,15.5,0.0
