Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
두산,-1.0,0.0,-2.0,0.0,-1.0,-2.0,-1.0,-1.0
롯데,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
삼성,-1.0,0.0,-2.0,0.0,-1.0,-2.0,-1.0,-1.0
쌍방울,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
한화,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
해태,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
현대,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
