Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-6.0,0.5,-13.5,-7.5,-8.0,-15.5
OB,6.0,0.0,6.5,-7.5,-1.5,-2.0,-9.5
롯데,-0.5,-6.5,0.0,-14.0,-8.0,-8.5,-16.0
빙그레,13.5,7.5,14.0,0.0,6.0,5.5,-2.0
삼성,7.5,1.5,8.0,-6.0,0.0,-0.5,-8.0
태평양,8.0,2.0,8.5,-5.5,0.5,0.0,-7.5
해태,15.5,9.5,16.0,2.0,8.0,7.5,0.0
