Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,0.0,0.0,-2.5,-2.0,-9.0,9.0
LG,-4.5,0.0,-4.5,-4.5,-7.0,-6.5,-13.5,4.5
SK,0.0,4.5,0.0,0.0,-2.5,-2.0,-9.0,9.0
넥센,0.0,4.5,0.0,0.0,-2.5,-2.0,-9.0,9.0
두산,2.5,7.0,2.5,2.5,0.0,0.5,-6.5,11.5
롯데,2.0,6.5,2.0,2.0,-0.5,0.0,-7.0,11.0
삼성,9.0,13.5,9.0,9.0,6.5,7.0,0.0,18.0
한화,-9.0,-4.5,-9.0,-9.0,-11.5,-11.0,-18.0,0.0
