Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,25.0,18.0,-5.0,-1.0,8.5,1.5
OB,-25.0,0.0,-7.0,-30.0,-26.0,-16.5,-23.5
롯데,-18.0,7.0,0.0,-23.0,-19.0,-9.5,-16.5
빙그레,5.0,30.0,23.0,0.0,4.0,13.5,6.5
삼성,1.0,26.0,19.0,-4.0,0.0,9.5,2.5
태평양,-8.5,16.5,9.5,-13.5,-9.5,0.0,-7.0
해태,-1.5,23.5,16.5,-6.5,-2.5,7.0,0.0
