Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-14.0,2.5,16.5,-8.0,-23.0,4.5,5.0,4.0
LG,1.5,0.0,-12.5,4.0,18.0,-6.5,-21.5,6.0,6.5,5.5
NC,14.0,12.5,0.0,16.5,30.5,6.0,-9.0,18.5,19.0,18.0
SK,-2.5,-4.0,-16.5,0.0,14.0,-10.5,-25.5,2.0,2.5,1.5
kt,-16.5,-18.0,-30.5,-14.0,0.0,-24.5,-39.5,-12.0,-11.5,-12.5
넥센,8.0,6.5,-6.0,10.5,24.5,0.0,-15.0,12.5,13.0,12.0
두산,23.0,21.5,9.0,25.5,39.5,15.0,0.0,27.5,28.0,27.0
롯데,-4.5,-6.0,-18.5,-2.0,12.0,-12.5,-27.5,0.0,0.5,-0.5
삼성,-5.0,-6.5,-19.0,-2.5,11.5,-13.0,-28.0,-0.5,0.0,-1.0
한화,-4.0,-5.5,-18.0,-1.5,12.5,-12.0,-27.0,0.5,1.0,0.0
