Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-4.0,-9.0,-2.0,20.5,2.0,3.0,-1.5
두산,4.0,0.0,-5.0,2.0,24.5,6.0,7.0,2.5
롯데,9.0,5.0,0.0,7.0,29.5,11.0,12.0,7.5
삼성,2.0,-2.0,-7.0,0.0,22.5,4.0,5.0,0.5
쌍방울,-20.5,-24.5,-29.5,-22.5,0.0,-18.5,-17.5,-22.0
한화,-2.0,-6.0,-11.0,-4.0,18.5,0.0,1.0,-3.5
해태,-3.0,-7.0,-12.0,-5.0,17.5,-1.0,0.0,-4.5
현대,1.5,-2.5,-7.5,-0.5,22.0,3.5,4.5,0.0
