Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.5,-3.0,-2.0,-4.5,-8.0,-14.0,-12.0
OB,-3.5,0.0,-6.5,-5.5,-8.0,-11.5,-17.5,-15.5
롯데,3.0,6.5,0.0,1.0,-1.5,-5.0,-11.0,-9.0
삼성,2.0,5.5,-1.0,0.0,-2.5,-6.0,-12.0,-10.0
쌍방울,4.5,8.0,1.5,2.5,0.0,-3.5,-9.5,-7.5
한화,8.0,11.5,5.0,6.0,3.5,0.0,-6.0,-4.0
해태,14.0,17.5,11.0,12.0,9.5,6.0,0.0,2.0
현대,12.0,15.5,9.0,10.0,7.5,4.0,-2.0,0.0
