Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,9.5,5.0,17.0,14.0,4.5,-2.0,14.0
LG,-9.5,0.0,-4.5,7.5,4.5,-5.0,-11.5,4.5
SK,-5.0,4.5,0.0,12.0,9.0,-0.5,-7.0,9.0
넥센,-17.0,-7.5,-12.0,0.0,-3.0,-12.5,-19.0,-3.0
두산,-14.0,-4.5,-9.0,3.0,0.0,-9.5,-16.0,0.0
롯데,-4.5,5.0,0.5,12.5,9.5,0.0,-6.5,9.5
삼성,2.0,11.5,7.0,19.0,16.0,6.5,0.0,16.0
한화,-14.0,-4.5,-9.0,3.0,0.0,-9.5,-16.0,0.0
