Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,2.5,3.5,-8.0,0.5,-20.5,0.5,-14.5
LG,-2.5,0.0,1.0,-10.5,-2.0,-23.0,-2.0,-17.0
SK,-3.5,-1.0,0.0,-11.5,-3.0,-24.0,-3.0,-18.0
두산,8.0,10.5,11.5,0.0,8.5,-12.5,8.5,-6.5
롯데,-0.5,2.0,3.0,-8.5,0.0,-21.0,0.0,-15.0
삼성,20.5,23.0,24.0,12.5,21.0,0.0,21.0,6.0
한화,-0.5,2.0,3.0,-8.5,0.0,-21.0,0.0,-15.0
현대,14.5,17.0,18.0,6.5,15.0,-6.0,15.0,0.0
