Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,4.5,10.0,14.5,0.5,19.5,26.5,-7.5
OB,-4.5,0.0,5.5,10.0,-4.0,15.0,22.0,-12.0
롯데,-10.0,-5.5,0.0,4.5,-9.5,9.5,16.5,-17.5
빙그레,-14.5,-10.0,-4.5,0.0,-14.0,5.0,12.0,-22.0
삼성,-0.5,4.0,9.5,14.0,0.0,19.0,26.0,-8.0
쌍방울,-19.5,-15.0,-9.5,-5.0,-19.0,0.0,7.0,-27.0
태평양,-26.5,-22.0,-16.5,-12.0,-26.0,-7.0,0.0,-34.0
해태,7.5,12.0,17.5,22.0,8.0,27.0,34.0,0.0
