Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-3.0,12.0,8.0,6.5,-1.0,8.5
LG,-1.0,0.0,-4.0,11.0,7.0,5.5,-2.0,7.5
SK,3.0,4.0,0.0,15.0,11.0,9.5,2.0,11.5
넥센,-12.0,-11.0,-15.0,0.0,-4.0,-5.5,-13.0,-3.5
두산,-8.0,-7.0,-11.0,4.0,0.0,-1.5,-9.0,0.5
롯데,-6.5,-5.5,-9.5,5.5,1.5,0.0,-7.5,2.0
삼성,1.0,2.0,-2.0,13.0,9.0,7.5,0.0,9.5
한화,-8.5,-7.5,-11.5,3.5,-0.5,-2.0,-9.5,0.0
