Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.5,5.5,7.5,16.0,13.0,7.5,10.0
OB,-0.5,0.0,5.0,7.0,15.5,12.5,7.0,9.5
롯데,-5.5,-5.0,0.0,2.0,10.5,7.5,2.0,4.5
삼성,-7.5,-7.0,-2.0,0.0,8.5,5.5,0.0,2.5
쌍방울,-16.0,-15.5,-10.5,-8.5,0.0,-3.0,-8.5,-6.0
태평양,-13.0,-12.5,-7.5,-5.5,3.0,0.0,-5.5,-3.0
한화,-7.5,-7.0,-2.0,0.0,8.5,5.5,0.0,2.5
해태,-10.0,-9.5,-4.5,-2.5,6.0,3.0,-2.5,0.0
