Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-3.5,-2.0,15.0,-1.0,-3.0,0.0,-4.0,0.0
LG,-3.5,0.0,-7.0,-5.5,11.5,-4.5,-6.5,-3.5,-7.5,-3.5
NC,3.5,7.0,0.0,1.5,18.5,2.5,0.5,3.5,-0.5,3.5
SK,2.0,5.5,-1.5,0.0,17.0,1.0,-1.0,2.0,-2.0,2.0
kt,-15.0,-11.5,-18.5,-17.0,0.0,-16.0,-18.0,-15.0,-19.0,-15.0
넥센,1.0,4.5,-2.5,-1.0,16.0,0.0,-2.0,1.0,-3.0,1.0
두산,3.0,6.5,-0.5,1.0,18.0,2.0,0.0,3.0,-1.0,3.0
롯데,0.0,3.5,-3.5,-2.0,15.0,-1.0,-3.0,0.0,-4.0,0.0
삼성,4.0,7.5,0.5,2.0,19.0,3.0,1.0,4.0,0.0,4.0
한화,0.0,3.5,-3.5,-2.0,15.0,-1.0,-3.0,0.0,-4.0,0.0
